Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Oakleigh South,2/15 Golf Rd,3.0,u,815000.0,S,Woodards,2017-05-13,14.7,3167.0,3.0,1.0,2.0,393.0,114.69456939565373,1970.0,Monash,-37.9233,145.1062,South-Eastern Metropolitan,3692.0
Oakleigh South,2 Kaybrook Ct,3.0,h,1042500.0,S,Woodards,2017-04-22,14.7,3167.0,3.0,1.0,4.0,658.0,146.0,1950.0,Monash,-37.9176,145.0839,South-Eastern Metropolitan,3692.0
South Kingsville,7A Brunel St,3.0,t,815000.0,S,Williams,2017-05-13,9.1,3015.0,3.0,2.0,2.0,148.0,51.59712060010088,1970.0,Hobsons Bay,-37.8287,144.8705,Western Metropolitan,984.0
South Kingsville,63 Saltley St,3.0,h,995000.0,S,Burnham,2017-05-20,9.1,3015.0,3.0,1.0,0.0,669.0,194.04040647953494,1970.0,Hobsons Bay,-37.8303,144.8679,Western Metropolitan,984.0
South Kingsville,14 Vernon St,3.0,h,1290000.0,S,Jas,2017-05-20,9.1,3015.0,3.0,1.0,3.0,715.0,219.4525870858178,1970.0,Hobsons Bay,-37.8289,144.8718,Western Metropolitan,984.0
Spotswood,50 Hick St,3.0,h,1320000.0,S,Jas,2017-04-08,7.7,3015.0,3.0,1.0,3.0,738.0,226.75432693916738,1970.0,Hobsons Bay,-37.826,144.8769,Western Metropolitan,1223.0
Spotswood,4/36 Robert St,1.0,u,380000.0,S,Jas,2017-04-08,7.7,3015.0,1.0,1.0,1.0,89.0,37.0,1980.0,Hobsons Bay,-37.8291,144.8848,Western Metropolitan,1223.0
Spotswood,14 Robb St,3.0,h,1100000.0,SP,Greg,2017-05-13,7.7,3015.0,3.0,1.0,0.0,305.0,115.0,1900.0,Hobsons Bay,-37.8312,144.8893,Western Metropolitan,1223.0
Spotswood,1/39 Stephenson St,3.0,u,660000.0,S,RT,2017-04-22,7.7,3015.0,3.0,1.0,1.0,221.0,120.0,2003.0,Hobsons Bay,-37.8297,144.8752,Western Metropolitan,1223.0
Toorak,7/49 Bruce St,2.0,u,867000.0,S,Jellis,2017-04-08,4.6,3142.0,2.0,1.0,1.0,1087.0,295.8523506714819,1970.0,Stonnington,-37.8373,145.0106,Southern Metropolitan,7217.0
Toorak,2/619 Toorak Rd,2.0,u,1010000.0,PI,Marshall,2017-04-08,4.6,3142.0,2.0,2.0,2.0,586.0,119.0,1990.0,Stonnington,-37.8427,145.0236,Southern Metropolitan,7217.0
Toorak,4 Leighton Ct,3.0,h,2400000.0,PI,Marshall,2017-05-20,4.6,3142.0,3.0,2.0,1.0,224.0,143.80067327708673,1950.0,Stonnington,-37.8445,145.0124,Southern Metropolitan,7217.0
Toorak,32/637 Orrong Rd,3.0,t,1320000.0,S,Gary,2017-04-29,4.6,3142.0,3.0,2.0,1.0,3.0,131.0,1970.0,Stonnington,-37.8474,145.0125,Southern Metropolitan,7217.0
Williamstown North,2/60 Kororoit Creek Rd,3.0,t,670000.0,VB,Jas,2017-04-08,8.9,3016.0,3.0,2.0,2.0,146.0,141.0,2001.0,Hobsons Bay,-37.857,144.8846,Western Metropolitan,802.0
Williamstown North,5 Nicosia Ct,3.0,h,1070000.0,PI,Williams,2017-04-08,8.9,3016.0,3.0,2.0,5.0,442.0,249.0,2003.0,Hobsons Bay,-37.8538,144.8722,Western Metropolitan,802.0
Williamstown North,27 Champion Rd,3.0,h,1575000.0,S,Sweeney,2017-05-13,8.9,3016.0,3.0,1.0,1.0,860.0,160.0,1950.0,Hobsons Bay,-37.8565,144.8865,Western Metropolitan,802.0
Williamstown North,40 Florence St,4.0,h,1520000.0,SP,Williams,2017-05-13,8.9,3016.0,4.0,2.0,3.0,560.0,190.1400451849299,1970.0,Hobsons Bay,-37.8559,144.8764,Western Metropolitan,802.0
Williamstown North,2/60 Kororoit Creek Rd,3.0,t,720000.0,SP,Jas,2017-05-13,8.9,3016.0,3.0,2.0,2.0,146.0,141.0,2001.0,Hobsons Bay,-37.857,144.8846,Western Metropolitan,802.0
Williamstown North,4 Walter St,3.0,h,1045000.0,S,Williams,2017-04-29,8.9,3016.0,3.0,2.0,3.0,526.0,159.0,1990.0,Hobsons Bay,-37.855,144.8742,Western Metropolitan,802.0
Windsor,3/217 Dandenong Rd,2.0,u,854000.0,SP,Woodards,2017-04-22,5.1,3181.0,2.0,1.0,1.0,774.0,90.0,1945.0,Stonnington,-37.8582,144.9979,Southern Metropolitan,4380.0
Windsor,108 Peel St,1.0,h,900000.0,VB,hockingstuart,2017-04-29,5.1,3181.0,1.0,1.0,1.0,160.0,58.427978870442516,1930.0,Stonnington,-37.8556,144.9885,Southern Metropolitan,4380.0
Yallambie,57 Tarcoola Dr,3.0,h,721500.0,S,Darren,2017-05-20,15.0,3085.0,3.0,1.0,1.0,594.0,162.19350625443744,1970.0,Banyule,-37.7214,145.1063,Northern Metropolitan,1369.0
Yallambie,14 Borlase St,5.0,h,1060000.0,S,Buckingham,2017-04-29,15.0,3085.0,5.0,2.0,2.0,627.0,232.0,1960.0,Banyule,-37.7327,145.0804,Northern Metropolitan,1369.0
Yallambie,7 Marigolds Rd,3.0,h,984000.0,S,Darren,2017-04-29,15.0,3085.0,3.0,2.0,2.0,552.0,163.45055572151495,1970.0,Banyule,-37.7285,145.0851,Northern Metropolitan,1369.0
Balaclava,5/171 Hotham St,2.0,u,490000.0,VB,hockingstuart,2017-04-29,6.6,3183.0,2.0,1.0,0.0,601.0,153.32304213815365,1970.0,Port Phillip,-37.8757,144.998,Southern Metropolitan,2952.0
Essendon West,2 Diamond St,3.0,h,1406000.0,S,Nelson,2017-05-13,9.8,3040.0,3.0,1.0,1.0,34.0,49.250827937038494,1970.0,Moonee Valley,-37.7506,144.8891,Western Metropolitan,588.0
Essendon West,7 Garnet St,3.0,h,1305000.0,S,Gunn&Co,2017-05-20,9.8,3040.0,3.0,1.0,2.0,147.0,73.75546931280027,1970.0,Moonee Valley,-37.7523,144.8862,Western Metropolitan,588.0
Kingsbury,1/37 Clunes St,3.0,u,488000.0,S,Ray,2017-05-13,12.4,3083.0,3.0,1.0,1.0,260.0,150.0,1961.0,Darebin,-37.7157,145.0386,Northern Metropolitan,1414.0
West Melbourne,218 Adderley St,3.0,h,1750000.0,S,Woodards,2017-05-13,1.9,3003.0,3.0,1.0,1.0,160.0,97.48415181657244,1870.0,Melbourne,-37.8082,144.9451,Northern Metropolitan,2230.0
West Melbourne,7/234 Roden St,3.0,t,1171000.0,S,Alexkarbon,2017-05-20,1.9,3003.0,3.0,2.0,1.0,650.0,197.26063044955237,1970.0,Melbourne,-37.8098,144.9448,Northern Metropolitan,2230.0
West Melbourne,53 Miller St,2.0,h,1053000.0,S,Purplebricks,2017-04-22,1.9,3003.0,2.0,1.0,0.0,147.0,62.128423818139154,1880.0,Melbourne,-37.8059,144.9459,Northern Metropolitan,2230.0
Campbellfield,33 Rainsford Tce,3.0,h,445000.0,S,Harcourts,2017-05-20,14.5,3061.0,3.0,1.0,2.0,534.0,134.07456832710662,1970.0,Hume,-37.6741,144.9698,Northern Metropolitan,1889.0
Airport West,118 Marshall Rd,3.0,h,640000.0,S,Nelson,2017-07-01,10.4,3042.0,3.0,1.0,2.0,219.0,101.37,1960.0,Moonee Valley,-37.71655,144.88155,Western Metropolitan,3464.0
Airport West,9 South Rd,3.0,h,961000.0,S,Nelson,2017-07-01,10.4,3042.0,3.0,1.0,2.0,717.0,204.87837971296187,1950.0,Moonee Valley,-37.72274,144.88002,Western Metropolitan,3464.0
Albert Park,126 Mills St,2.0,h,1535000.0,S,Greg,2017-07-01,3.0,3206.0,2.0,1.0,0.0,171.0,90.40057647808015,1900.0,Port Phillip,-37.8481,144.9566,Southern Metropolitan,3280.0
Albion,2 Bazentin St,3.0,h,570000.0,S,Barry,2017-07-01,10.5,3020.0,3.0,1.0,0.0,423.0,142.0,1920.0,Brimbank,-37.77917,144.82223,Western Metropolitan,2185.0
Alphington,6 Como St,4.0,h,2345000.0,S,Jellis,2017-07-01,5.7,3078.0,4.0,2.0,2.0,803.0,290.5520938447968,1970.0,Yarra,-37.78122000000001,145.0336,Northern Metropolitan,2211.0
Altona North,151 Chambers Rd,3.0,h,900000.0,S,Greg,2017-07-01,9.4,3025.0,3.0,1.0,2.0,672.0,110.0,1960.0,Hobsons Bay,-37.8265,144.84386,Western Metropolitan,5132.0
Ashwood,4 Wippa Ct,3.0,h,1225000.0,S,hockingstuart,2017-07-01,10.2,3147.0,3.0,1.0,2.0,770.0,230.63394702964152,1970.0,Monash,-37.87257,145.09781999999996,Southern Metropolitan,2894.0
Avondale Heights,12a Doyle St,3.0,u,622000.0,S,Moonee,2017-07-01,9.5,3034.0,3.0,1.0,1.0,204.0,57.132620849862704,1970.0,Moonee Valley,-37.76215,144.85986,Western Metropolitan,4502.0
Avondale Heights,41 Herbert St,3.0,h,825000.0,SP,McDonald,2017-07-01,9.5,3034.0,3.0,1.0,4.0,603.0,169.29553452454266,1970.0,Moonee Valley,-37.76616,144.8575,Western Metropolitan,4502.0
Balwyn,38 Belmore Rd,4.0,h,1475000.0,PI,Jellis,2017-07-01,7.9,3103.0,4.0,3.0,5.0,380.0,141.75732663612598,1970.0,Boroondara,-37.80156,145.06715,Southern Metropolitan,5682.0
Balwyn North,50 Corhampton Rd,5.0,h,2160000.0,S,Noel,2017-07-01,9.7,3104.0,5.0,1.0,2.0,860.0,296.7778270764676,1970.0,Boroondara,-37.79888,145.06649,Southern Metropolitan,7809.0
Balwyn North,2/18 Doncaster Rd,3.0,t,1050000.0,PI,Ray,2017-07-01,9.7,3104.0,3.0,3.0,2.0,200.0,75.80408615149206,1970.0,Boroondara,-37.79362,145.0652,Southern Metropolitan,7809.0
Balwyn North,2/43 Sutton St,3.0,h,1275000.0,VB,Fletchers,2017-07-01,9.7,3104.0,3.0,2.0,2.0,226.0,127.0,1965.0,Boroondara,-37.79495,145.08192,Southern Metropolitan,7809.0
Bayswater,18B Orchard Rd,3.0,t,640000.0,S,Fletchers,2017-07-01,23.2,3153.0,3.0,2.0,1.0,187.0,125.0,2010.0,Knox,-37.83909,145.26075,Eastern Metropolitan,5030.0
Bayswater North,1/19 Glen Park Rd,3.0,u,500000.0,PI,Stockdale,2017-07-01,23.2,3153.0,3.0,1.0,2.0,263.0,66.75937582368144,1970.0,Maroondah,-37.83303,145.27488,Eastern Metropolitan,3598.0
Beaumaris,73 Charman Rd,4.0,h,1221000.0,PI,Ray,2017-07-01,17.3,3193.0,4.0,2.0,3.0,554.0,174.89231676202087,1925.0,Bayside,-37.98139000000001,145.05251,Southern Metropolitan,5366.0
Beaumaris,3 Wells Rd,4.0,h,1823000.0,S,Hodges,2017-07-01,17.3,3193.0,4.0,2.0,3.0,728.0,247.3177816920015,1970.0,Bayside,-37.98713,145.04887,Southern Metropolitan,5366.0
Beaumaris,11 White St,6.0,h,2000000.0,S,Ray,2017-07-01,17.3,3193.0,6.0,3.0,4.0,836.0,283.4164560545843,1970.0,Bayside,-37.98942,145.03394,Southern Metropolitan,5366.0
Bentleigh,12 Auckland St,3.0,h,1365000.0,S,Buxton,2017-07-01,11.4,3204.0,3.0,1.0,1.0,776.0,238.58225779990212,1970.0,Glen Eira,-37.92487,145.04703,Southern Metropolitan,6795.0
Bentleigh,48 Tucker Rd,3.0,h,1045000.0,SP,hockingstuart,2017-07-01,11.4,3204.0,3.0,1.0,1.0,401.0,114.0,1970.0,Glen Eira,-37.92999,145.04932,Southern Metropolitan,6795.0
Bentleigh East,1 Gladesville Dr,5.0,h,1220000.0,S,Buxton,2017-07-01,13.8,3165.0,5.0,2.0,2.0,611.0,188.0,1950.0,Glen Eira,-37.93228,145.07026000000005,Southern Metropolitan,10969.0
Berwick,96 Avebury Dr,4.0,h,627500.0,SP,C21,2017-07-01,35.2,3806.0,4.0,2.0,2.0,687.0,181.95564573384405,1970.0,Casey,-38.02434,145.33117,Eastern Victoria,17093.0
Boronia,39 Lockwoods Rd,3.0,h,642000.0,S,Stockdale,2017-07-01,25.0,3155.0,3.0,2.0,2.0,968.0,254.97997152046977,1970.0,Knox,-37.84674,145.29351,Eastern Metropolitan,9704.0
Briar Hill,31A Beaconsfield Rd,3.0,h,840000.0,S,Barry,2017-07-01,16.1,3088.0,3.0,1.0,2.0,509.0,120.0,2000.0,Banyule,-37.70822,145.11495,Eastern Metropolitan,1390.0
Brighton,20 Byron St,3.0,h,2650000.0,S,RT,2017-07-01,10.5,3186.0,3.0,2.0,2.0,645.0,219.0,1910.0,Bayside,-37.90876,145.00743,Southern Metropolitan,10579.0
Brighton East,18 Centre Rd,4.0,t,1731000.0,SP,Buxton,2017-07-01,10.3,3187.0,4.0,3.0,2.0,345.0,239.0,2001.0,Bayside,-37.91503,145.00888,Southern Metropolitan,6938.0
Broadmeadows,1/124 Cuthbert St,3.0,t,465000.0,S,Barry,2017-07-01,14.0,3047.0,3.0,2.0,3.0,248.0,123.21,2010.0,Hume,-37.68358,144.92387,Northern Metropolitan,4294.0
Broadmeadows,21 Graham St,3.0,h,518500.0,S,YPA,2017-07-01,14.0,3047.0,3.0,1.0,0.0,576.0,110.0,1999.0,Hume,-37.69237,144.93143999999995,Northern Metropolitan,4294.0
Brunswick East,36 Clarence St,2.0,h,1305000.0,S,Nicholson,2017-07-01,4.0,3057.0,2.0,1.0,0.0,315.0,116.96910596580395,1970.0,Moreland,-37.76386,144.97783,Northern Metropolitan,5533.0
Brunswick West,36 Newman St,3.0,h,1100000.0,S,Brad,2017-07-01,5.2,3055.0,3.0,1.0,1.0,322.0,109.44487458598897,1970.0,Moreland,-37.76073,144.94803000000005,Northern Metropolitan,7082.0
Bulleen,80 Thompsons Rd,3.0,h,1060000.0,S,Fletchers,2017-07-01,10.8,3105.0,3.0,1.0,2.0,631.0,187.2531810998737,1970.0,Manningham,-37.77615,145.08907,Eastern Metropolitan,4480.0
Bundoora,28 Greenwood Dr,3.0,h,805000.0,S,Barry,2017-07-01,12.1,3083.0,3.0,1.0,2.0,669.0,185.36034738132884,1970.0,Banyule,-37.70834,145.05424,Northern Metropolitan,10175.0
Bundoora,533 Grimshaw St,3.0,h,682000.0,S,Ray,2017-07-01,12.1,3083.0,3.0,1.0,1.0,583.0,157.54878161279552,1970.0,Banyule,-37.70074,145.0648,Northern Metropolitan,10175.0
Burnside Heights,31 Batman St,3.0,h,535000.0,S,Barry,2017-07-01,14.8,3023.0,3.0,2.0,2.0,472.0,230.0,2005.0,Melton,-37.7331,144.76282,Western Metropolitan,1686.0
Burwood East,2 Amaroo Ct,4.0,h,1088000.0,PI,Ray,2017-07-01,14.7,3151.0,4.0,1.0,1.0,536.0,140.7481,1970.0,Whitehorse,-37.8534,145.14218,Eastern Metropolitan,4048.0
Burwood East,11 Kalista Ct,3.0,h,1180000.0,S,Fletchers,2017-07-01,14.7,3151.0,3.0,1.0,1.0,563.0,175.21551528532154,1970.0,Whitehorse,-37.85771,145.15466,Eastern Metropolitan,4048.0
Cairnlea,16 Homebush Rd,3.0,h,630000.0,PI,YPA,2017-07-01,14.8,3023.0,3.0,2.0,2.0,397.0,145.0,2007.0,Brimbank,-37.75107,144.78415,Western Metropolitan,2674.0
Camberwell,6/9 Eddy St,2.0,u,677000.0,S,Noel,2017-07-01,7.7,3124.0,2.0,1.0,1.0,131.0,76.0,1975.0,Boroondara,-37.84716,145.07351,Southern Metropolitan,8920.0
Camberwell,4/924 Toorak Rd,3.0,t,1320000.0,PI,Bekdon,2017-07-01,7.7,3124.0,3.0,2.0,2.0,227.0,223.0,2006.0,Boroondara,-37.84689,145.05863,Southern Metropolitan,8920.0
Carlton,113 Station St,3.0,h,1760000.0,S,Nelson,2017-07-01,1.6,3053.0,3.0,2.0,2.0,151.0,95.67445035877323,1970.0,Melbourne,-37.79449,144.97406,Northern Metropolitan,6786.0
Caroline Springs,16/7 Toolondo Cl,3.0,h,545000.0,SP,Metro,2017-07-01,14.8,3023.0,3.0,2.0,2.0,301.0,78.65192792669369,1970.0,Melton,-37.74397,144.73471999999995,Western Metropolitan,7719.0
Caulfield South,3/29 Sussex Rd,2.0,u,1091500.0,S,hockingstuart,2017-07-01,8.7,3162.0,2.0,2.0,1.0,225.0,84.04425261085277,1970.0,Glen Eira,-37.89565,145.0234,Southern Metropolitan,5051.0
Cheltenham,4 Cronin Ct,5.0,h,1140000.0,S,O'Brien,2017-07-01,17.9,3192.0,5.0,2.0,2.0,570.0,175.34298284193633,1970.0,Kingston,-37.96763,145.07898,Southern Metropolitan,9758.0
Cheltenham,2/14 Jack Rd,3.0,t,950000.0,S,Chisholm,2017-07-01,17.9,3192.0,3.0,3.0,2.0,160.0,149.0,2013.0,Bayside,-37.96062,145.04296000000005,Southern Metropolitan,9758.0
Cheltenham,105 Wilson St,3.0,h,1116000.0,S,Ray,2017-07-01,17.9,3192.0,3.0,1.0,2.0,610.0,184.40774791863313,1970.0,Kingston,-37.95629,145.06031000000004,Southern Metropolitan,9758.0
Clifton Hill,5/94 Roseneath St,3.0,u,1030000.0,S,Nelson,2017-07-01,3.6,3068.0,3.0,2.0,2.0,538.0,161.9507467598028,1995.0,Yarra,-37.79297,144.99776,Northern Metropolitan,2954.0
Coburg,126 Barrow St,2.0,h,900000.0,VB,Jellis,2017-07-01,6.7,3058.0,2.0,1.0,1.0,350.0,100.0,1920.0,Moreland,-37.74483,144.97269,Northern Metropolitan,11204.0
Coburg,12 Rasmussen Ct,4.0,h,922000.0,SP,Melbourne,2017-07-01,6.7,3058.0,4.0,2.0,2.0,463.0,80.0,1960.0,Moreland,-37.73704,144.97959,Northern Metropolitan,11204.0
Coburg,18 Shaftsbury St,3.0,h,1077000.0,S,Jellis,2017-07-01,6.7,3058.0,3.0,1.0,2.0,512.0,157.36640628967055,1970.0,Moreland,-37.75279000000001,144.95379,Northern Metropolitan,11204.0
Coburg North,29 Livingstone St,3.0,h,805000.0,PI,Jellis,2017-07-01,6.7,3058.0,3.0,2.0,2.0,296.0,89.27784400560208,1970.0,Moreland,-37.72495,144.98348,Northern Metropolitan,3445.0
Craigieburn,13 Aston St,4.0,h,665000.0,PI,RE,2017-07-01,20.6,3064.0,4.0,2.0,2.0,756.0,236.0,2007.0,Hume,-37.58885,144.90135,Northern Metropolitan,15510.0
Craigieburn,13 Brampton Cl,3.0,h,515500.0,S,RE,2017-07-01,20.6,3064.0,3.0,1.0,4.0,651.0,117.0,1990.0,Hume,-37.60329,144.93948,Northern Metropolitan,15510.0
Craigieburn,6 Vision Rd,3.0,h,660000.0,S,LJ,2017-07-01,20.6,3064.0,3.0,2.0,3.0,618.0,225.5,2014.0,Hume,-37.59715,144.89656000000005,Northern Metropolitan,15510.0
Cranbourne,26 Mundaring Dr,5.0,h,572000.0,S,O'Brien,2017-07-01,34.7,3977.0,5.0,2.0,1.0,581.0,152.1359588467347,1970.0,Casey,-38.10687,145.2811,South-Eastern Metropolitan,7680.0
Croydon,8 Banool Ct,4.0,h,932000.0,S,Hoskins,2017-07-01,23.0,3136.0,4.0,2.0,2.0,880.0,225.0,1970.0,Maroondah,-37.79587,145.2683,Eastern Metropolitan,11925.0
Croydon,15 Ronald Rd,2.0,h,570000.0,SP,McGrath,2017-07-01,23.0,3136.0,2.0,1.0,1.0,312.0,110.0,1994.0,Maroondah,-37.80752,145.27212,Eastern Metropolitan,11925.0
Croydon,2/26 Vernon St,4.0,h,875000.0,S,Barry,2017-07-01,23.0,3136.0,4.0,2.0,2.0,244.0,79.13802073018877,1970.0,Maroondah,-37.80267,145.27569,Eastern Metropolitan,11925.0
Dandenong,5/6 MacPherson St,2.0,u,348000.0,S,McLennan,2017-07-01,24.7,3175.0,2.0,1.0,0.0,156.0,32.141345794154816,1970.0,Greater Dandenong,-37.98712,145.22262,South-Eastern Metropolitan,10894.0
Dandenong North,110 Gladstone Rd,3.0,h,627000.0,S,Barry,2017-07-01,24.7,3175.0,3.0,1.0,1.0,610.0,120.0,1970.0,Greater Dandenong,-37.96322,145.20586,South-Eastern Metropolitan,8322.0
Dandenong North,52 Simpson Dr,3.0,h,760000.0,SP,O'Brien,2017-07-01,24.7,3175.0,3.0,1.0,2.0,751.0,204.42929118404084,1970.0,Greater Dandenong,-37.96609,145.21997,South-Eastern Metropolitan,8322.0
Diamond Creek,17 Norma St,2.0,h,621000.0,S,Mason,2017-07-01,21.8,3089.0,2.0,1.0,0.0,610.0,61.0,1939.0,Nillumbik,-37.67629,145.15589,Northern Victoria,4258.0
Dingley Village,2/77 Centre Dandenong Rd,2.0,u,612000.0,S,Buxton,2017-07-01,22.2,3172.0,2.0,1.0,1.0,197.0,54.817871246676276,1975.0,Kingston,-37.98412,145.13433,South-Eastern Metropolitan,3940.0
Doncaster East,66 Saxonwood Dr,6.0,h,1856000.0,SP,Barry,2017-07-01,14.3,3109.0,6.0,3.0,3.0,1056.0,322.0,1970.0,Manningham,-37.78053,145.15567,Eastern Metropolitan,10999.0
Doreen,33 Starboard Dr,3.0,h,530500.0,S,Buckingham,2017-07-01,25.9,3754.0,3.0,2.0,2.0,400.0,179.0,2012.0,Whittlesea,-37.61042,145.11932,Northern Victoria,7254.0
Eltham,59 Bible St,3.0,h,975000.0,S,Morrison,2017-07-01,18.0,3095.0,3.0,1.0,0.0,841.0,237.44758166599385,1970.0,Nillumbik,-37.71926,145.15081999999995,Eastern Metropolitan,6990.0
Eltham,6 Orbel Ct,3.0,h,805000.0,S,Barry,2017-07-01,18.0,3095.0,3.0,2.0,0.0,848.0,127.0,1979.0,Nillumbik,-37.70913,145.1647,Eastern Metropolitan,6990.0
Epping,2/4 Grimwade Ct,2.0,u,437000.0,S,hockingstuart,2017-07-01,19.6,3076.0,2.0,1.0,2.0,351.0,109.0,2000.0,Whittlesea,-37.65099,145.04663,Northern Metropolitan,10926.0
Epping,1 Simon Ct,5.0,h,660000.0,S,hockingstuart,2017-07-01,19.6,3076.0,5.0,3.0,2.0,708.0,188.9471963124042,1970.0,Whittlesea,-37.63888,145.02813,Northern Metropolitan,10926.0
Essendon,21 Butler St,3.0,h,1325000.0,S,McDonald,2017-07-01,7.5,3040.0,3.0,2.0,2.0,441.0,150.47251569409818,1970.0,Moonee Valley,-37.74664,144.92285,Western Metropolitan,9264.0
Essendon,1/8 Graves St,3.0,t,864000.0,S,Brad,2017-07-01,7.5,3040.0,3.0,1.0,2.0,177.0,3.0,1970.0,Moonee Valley,-37.7401,144.89674,Western Metropolitan,9264.0
Essendon West,6 Bourke St,3.0,h,750000.0,VB,Brad,2017-07-01,7.5,3040.0,3.0,1.0,1.0,236.0,114.0,2000.0,Moonee Valley,-37.75403,144.8867,Western Metropolitan,588.0
Essendon West,36 Emerald St,5.0,h,2200000.0,VB,Nelson,2017-07-01,7.5,3040.0,5.0,3.0,2.0,607.0,291.0,2016.0,Moonee Valley,-37.75148,144.88519,Western Metropolitan,588.0
Fairfield,60 Station St,3.0,h,1550000.0,S,Jellis,2017-07-01,5.7,3078.0,3.0,2.0,0.0,478.0,170.29117796677284,1970.0,Darebin,-37.78022,145.01771000000005,Northern Metropolitan,2970.0
Fawkner,75 Lowson St,3.0,h,720000.0,S,Barry,2017-07-01,13.1,3060.0,3.0,1.0,2.0,603.0,164.45733801441534,1970.0,Moreland,-37.69863,144.96685,Northern Metropolitan,5070.0
Fitzroy North,108 Michael St,2.0,h,1350000.0,VB,Nelson,2017-07-01,3.6,3068.0,2.0,1.0,1.0,184.0,79.0,1900.0,Yarra,-37.78493,144.98879,Northern Metropolitan,6244.0
Fitzroy North,222 Rae St,3.0,h,1852000.0,S,Jellis,2017-07-01,3.6,3068.0,3.0,2.0,1.0,138.0,125.0,1900.0,Yarra,-37.78714,144.97966,Northern Metropolitan,6244.0
Fitzroy North,372 Rae St,2.0,h,1100000.0,S,Woodards,2017-07-01,3.6,3068.0,2.0,1.0,0.0,139.0,62.220613885155146,1970.0,Yarra,-37.7836,144.98031,Northern Metropolitan,6244.0
Footscray,10/30 Pickett St,1.0,u,170000.0,PI,Burnham,2017-07-01,5.1,3011.0,1.0,1.0,0.0,30.0,26.0,2013.0,Maribyrnong,-37.80141,144.89587,Western Metropolitan,7570.0
Forest Hill,4 Sapphire St,4.0,h,1372000.0,S,Ray,2017-07-01,15.4,3131.0,4.0,1.0,2.0,866.0,262.16158694930573,1970.0,Whitehorse,-37.83816,145.17783,Eastern Metropolitan,4385.0
Forest Hill,13 Will St,3.0,t,850500.0,S,Noel,2017-07-01,15.4,3131.0,3.0,2.0,2.0,353.0,106.05152020868888,1970.0,Whitehorse,-37.83401,145.17757,Eastern Metropolitan,4385.0
Frankston,42 Kars St,3.0,h,640000.0,S,hockingstuart,2017-07-01,38.0,3199.0,3.0,2.0,1.0,368.0,100.2575719826065,1970.0,Frankston,-38.1523,145.11874,South-Eastern Metropolitan,17055.0
Frankston North,17 Windoo St,3.0,h,611000.0,S,Ray,2017-07-01,36.9,3200.0,3.0,2.0,1.0,691.0,109.0,1960.0,Frankston,-38.11948,145.14928,Eastern Victoria,2500.0
Frankston South,14 Poinciana St,3.0,h,755000.0,S,hockingstuart,2017-07-01,38.0,3199.0,3.0,1.0,2.0,786.0,174.0,1960.0,Frankston,-38.16492,145.12656,South-Eastern Metropolitan,7566.0
Gisborne,3 Sansom St,4.0,h,521000.0,SP,Raine,2017-07-01,45.9,3437.0,4.0,2.0,2.0,978.0,144.0,1980.0,Macedon Ranges,-37.49642,144.60119,Northern Victoria,3376.0
Gladstone Park,9 Dolphin Ct,3.0,h,625000.0,S,YPA,2017-07-01,12.9,3043.0,3.0,1.0,2.0,544.0,144.89995286703024,1970.0,Hume,-37.68541,144.88471,Western Metropolitan,3285.0
Glen Iris,121 High St,4.0,h,1910000.0,S,hockingstuart,2017-07-01,7.3,3146.0,4.0,2.0,3.0,737.0,253.62378313174625,1970.0,Boroondara,-37.86231,145.07213000000004,Southern Metropolitan,10412.0
Glenroy,2/15 Ogden St,3.0,t,525000.0,S,Jellis,2017-07-01,11.2,3046.0,3.0,1.0,1.0,194.0,133.0,2011.0,Moreland,-37.70168,144.94862,Northern Metropolitan,8870.0
Glenroy,5 Patrick St,3.0,h,847000.0,SP,Barry,2017-07-01,11.2,3046.0,3.0,1.0,2.0,650.0,182.3887613439487,1970.0,Moreland,-37.71399,144.92264,Northern Metropolitan,8870.0
Greensborough,44 Manatunga Cct,6.0,h,990000.0,S,Darren,2017-07-01,16.1,3088.0,6.0,3.0,2.0,562.0,166.4983683531221,1970.0,Banyule,-37.69749,145.1058,Northern Metropolitan,8524.0
Greensborough,2/12 William St,2.0,u,695000.0,S,Darren,2017-07-01,16.1,3088.0,2.0,2.0,1.0,208.0,107.0,2000.0,Banyule,-37.70267,145.09526,Northern Metropolitan,8524.0
Hadfield,2a Geum St,2.0,u,500000.0,S,Harcourts,2017-07-01,11.2,3046.0,2.0,1.0,2.0,304.0,77.2722676408851,1970.0,Moreland,-37.70733,144.94041,Northern Metropolitan,2606.0
Hallam,5 Katrina Cl,3.0,h,662500.0,S,O'Brien,2017-07-01,32.3,3803.0,3.0,2.0,2.0,649.0,173.71443501223362,1970.0,Casey,-38.00022,145.2709,South-Eastern Metropolitan,3728.0
Hawthorn,7/28 Elm St,1.0,u,395000.0,S,Peter,2017-07-01,5.3,3122.0,1.0,1.0,1.0,910.0,228.55836243349336,1970.0,Boroondara,-37.81333,145.01932,Southern Metropolitan,11308.0
Hawthorn,1/514 Glenferrie Rd,3.0,u,1000000.0,S,Jellis,2017-07-01,5.3,3122.0,3.0,1.0,1.0,1079.0,90.0,1940.0,Boroondara,-37.82987,145.03421,Southern Metropolitan,11308.0
